Citation_title,Citation_complete
Stoneflies of the Yukon,"Stewart, K. W., and W. E. Ricker. 1997. Stoneflies of the Yukon. Pages 201-222 in H. V. D. a. J. A. D. (Eds.), editor. Insects of the Yukon. Biological Survey of Canada (Terrestrial Arthropods), Ottawa."
"Stonefly (Plecoptera) Food Habits and Prey Preference in the Dolores River, Colorado.","Fuller, R. L., and K. W. Stewart. 1979. Stonefly (Plecoptera) Food Habits and Prey Preference in the Dolores River, Colorado. The American Midland Naturalist 101(1):170-181."
Stream type selection and associations of stoneflies in a Colorado river drainage system,"Knight, A. W., and A. R. Gaufin. 1967. Stream type selection and associations of stoneflies (Plecoptera) in a Colorado river drainage system. Journal of the Kansas Entomological Society 40(3):347-352."
Studies of Nearctic Aquatic Insects.,"Ross, H. H. 1937. Studies of Nearctic Aquatic Insects. State of Illinois."
"Studies of neotropical caddis flies, VI: On a collection from Northwestern Mexico.","Flint, O. S. 1967. Studies of neotropical caddis flies, VI: On a collection from Northwestern Mexico. Proceedings of the Entomological Society of Washington 69(2):162-176."
Studies of North American Plecoptera (Pteronarcinae and Perlodini),"Smith, L. W. 1917. Studies of North American Plecoptera (Pteronarcinae and Perlodini). Transactions of the American Entomological Society 43:433-489."
"Studies of North American Plecoptera, with special reference to the fauna of Illinois","Frison, T. H. 1942. Studies of North American Plecoptera, with special reference to the fauna of Illinois. Illinois Natural History Survey Bulletin 22(2):235-354."
Studies on stoneflies of North Dakota with the description of a new Perlesta species,"Kondratieff, B. C., and R. W. Baumann. 1999. Studies on stoneflies of North Dakota with the description of a new Perlesta species (Plecoptera: Perlidae). Proceedings of the Entomological Society of Washington 101(2):325-331."
"Studies on the Biology, Ecology, and Systematics of the Immature Stages of New World Hydrophiloidea","Archangelsky, M. (1997). Studies on the Biology, Ecology, and Systematics of the Immature Stages of New World Hydrophiloidea (Coleoptera: Staphyliniformia). Columbus, The Ohio State University."
"Studies on the Plecoptera of North America, II","Hanson, J. F. 1941. Studies on the Plecoptera of North America, II. Bulletin of the Brooklyn Entomogical Society 36:57-66."
Studies on the Plecoptera of North America: VIII. The identity of the species of Paracapnia,"Hanson, J. F. 1961. Studies on the Plecoptera of North America: VIII. The identity of the species of Paracapnia. Bulletin of the Brooklyn Entomogical Society 55(2):25-30."
Studies on Utah stoneflies (Plecoptera).,"Baumann, R. W. 1973. Studies on Utah stoneflies (Plecoptera). Great Basin Naturalist 33(2):91-108."
Subgeneric Classification of Ephemera.,"McCafferty, W. P. 1973. Subgeneric Classification of Ephemera. The Pan-Pacific Entomologist 49:300-307."
Substrate and moisture preferences in common toad bug Gelastocoris oculatus,"Deonier, D. L., S. P. Kincaid, and J. F. Scheiring. 1976. Substrate and moisture preferences in common toad bug (Gelastocoris oculatus (Hemiptera: Gelastocoridae). Entomological News 87(9 -10):257-264."
"Summer emergence of mayflies, stoneflies, and caddisflies from a Colorado Mountain Stream.","DeWalt, R. E., K. W. Stewart, S. R. M. II, and J. H. Kennedy. 1994. Summer emergence of mayflies, stoneflies, and caddisflies from a Colorado Mountain Stream. The Southwestern Naturalist 39(3):249-256."
"Summer Ephemeroptera, Plecoptera, and Trichoptera (EPT)","DeWalt, R. E., D. W. Webb, and M. A. Harris. 1999. Summer Ephemeroptera, Plecoptera, and Trichoptera (EPT) species richness and community structure in the lower Illinois River Basin of Illinois. The Great Lakes Entomologist 32(3):115-132."
Survey of the trichoptera in the Little River drainage of northeastern Alabama,"Frazer, K. S., S. C. Harris, and G. M. Ward. 1991. Survey of the trichoptera in the Little River drainage of northeastern Alabama. Bulletin of the Alabama Museum of Natural History 11(17-22):17-22."
Swimming and burrowing activities of mayfly nymphs of the genus Hexagenia,"Lyman, F. E. 1943. Swimming and burrowing activities of mayfly nymphs of the genus Hexagenia. Annals of the Entomological Society of America 36(2):250-256."
Swimmining modifications of adult female Hydropsychidae compared with other Trichoptera.,"Deutsch, W. G. (1985). ""Swimmining modifications of adult female Hydropsychidae compared with other Trichoptera."" Freshwater Invertebrate Biology 4(1): 35-40."
"Synonomical notes and new distribution records in Abedus (Hemiptera, Belostomatidae)","Menke, A. S. 1977. Synonomical notes and new distribution records in Abedus (Hemiptera, Belostomatidae). The Southwestern Naturalist 22(1):115-123."
Synopsis of the Brachypterinae (Insecta: Taeniopterygidae),"Ricker, W. E., and H. H. Ross. 1975. Synopsis of the Brachypterinae (Insecta: Taeniopterygidae). Canadian Journal of Zoology 53(2):132-153."
Synoptic notes on some Nearctic Limnephilid caddisflies,"Ross, H. H. 1950. Synoptic notes on some Nearctic Limnephilid caddisflies. The American Midland Naturalist 32(2):410-429."
Systematic notes and generic placement of Utacapnia nedia (Plecoptera: Capniidae),"Nelson, C. R., and R. W. Baumann. 1988. Systematic notes and generic placement of Utacapnia nedia (Plecoptera: Capniidae). Entomological News 99(2):72-76."
Systematic studies in Plecoptera,"Ricker, W. E. 1952. Systematic studies in Plecoptera. Indiana University Publications: Science Series 18:1-200."
Systematics and biology for a new Nearctic genus in the caddisfly family Phryganeidae,"Wiggins, G. B., and D. J. Larson. 1989. Systematics and biology for a new Nearctic genus in the caddisfly family Phryganeidae (Trichoptera). Canadian Journal of Zoology 67:1550-1556."
Systematics and biology of Acentrella turbida,"McCafferty, W. P., M. J. Wigle, and R. D. Waltz. 1994. Systematics and biology of Acentrella turbida (McDunnough) (Ephemeroptera: Baetidae). Pan-Pacific Entomologist 70(4):301-308."
Systematics and distribution of the winter stonefly genus Capnia in North America,"Nelson, C. R., and R. W. Baumann. 1989. Systematics and distribution of the winter stonefly genus Capnia (Plecoptera: Capniidae) in North America. The Great Basin Naturalist 49(3):289-363."
Systematics of Anepeorus Ephemeroptera: Heptageniidae),"McCafferty, W. P., and A. V. Provonsha. 1985. Systematics of Anepeorus (Ephemeroptera: Heptageniidae). The Great Lakes Entomologist 18(1):1-6."
Systematics of nearctic Paraleuctra with description of a new genus (Plecoptera: Leuctridae),"Stark, B. P., and J. W. Kyzar. 2000. Systematics of nearctic Paraleuctra with description of a new genus (Plecoptera: Leuctridae). Tijdshrift Voor Entomologie 144:119-135."
Systematics of the Capnia californica species group,"Nelson, C. R. 2004. Systematics of the Capnia californica species group, including a morphological phylogeny, zoogeography, and description of Capnia kersti, new species (Plecoptera: Capniidae). Annals of the Entomological Society of America 97(1):97-104."
Systematics of the genus Rhyacophila in North America,"Wold, J. L. 1973. Systematics of the genus Rhyacophila (Trichoptera: Rhyacophilidae) in North America with special reference to the immature stages. M.S. Thesis. Oregon State University, Corvallis, OR."
Systematics of the Nearctic genus Pseudiron (Ephemeroptera: Heptageniidae: Pseudironinae),"Pescador, M. L. 1985. Systematics of the Nearctic genus Pseudiron (Ephemeroptera: Heptageniidae: Pseudironinae). The Florida Entomologist 68(3):432-444."
Systematics of the propinquus Group of Baetis species,"Morihara, D. K., and W. P. McCafferty. 1979. Systematics of the propinquus Gropu of Baetis species (Ephemeroptera: Baetidae). Annals Entomological Society of America 72(1):130-135."
"Systematics, distribution, and ecology of Colorado Hirudinea","Herrmann, S. J. 1970. Systematics, distribution, and ecology of Colorado Hirudinea. American Midland Naturalist 83(1):1-37."
Taeniopteryx of Western North America,"Kondratieff, B. C., and R. W. Baumann. 1988. Taeniopteryx of Western North America. Pan-Pacific Entomogist 64(4):381-390."
Taxonomic notes on Brachycercus lacustris (Needham) (Ephemeroptera),"Lyman, F. E. 1944. Taxonomic notes on Brachycercus lacustris (Needham) (Ephemeroptera). Entomological News 55(1):3-4."
Taxonomic studies on the Ephemeroptera: Hexagenia,"Spieth, H.T. 1941. Taxonomic studies on the Ephemeroptera: the genus Hexagenia. The American Midland Naturalist 26 (2): 233-277."
"Taxonomy and biology of nearctic Limnephelid larvae (Trichoptera), with special reference to species","Flint, O. S., Jr. (1960). Taxonomy and biology of nearctic Limnephelid larvae (Trichoptera), with special reference to species in Eastern United States. Entomologica Americana: A journal of entomology, Vol. XL (N.S.). J. A. Slater, G. S. Tulloch and J. Ha"
Taxonomy and distribution of nymphal Perlodidae of West Virginia (Insecta: Plecoptera),"Hissom, F. K., and D. C. Tarter. 1976. Taxonomy and distribution of nymphal Perlodidae of West Virginia (Insecta: Plecoptera). Journal of the Georgia Entomological Society 11(4):317-323."
Taxonomy and ecology of Stenonema mayflies (Heptag,"Lewis, P. A. 1978. Taxonomy and ecology of Stenonema mayflies (Heptageniidae: Ephemeroptera). Office of Research and Development, U.S. Environmental Protection Agency, EPA-670/4-74-006, Cincinnati,OH."
Taxonomy of Eurylophella coxalis (McDunnough) with notes on larval habitat and behavior,"Burian, S. K. 2002. Taxonomy of Eurylophella coxalis (McDunnough) with notes on larval habitat and behavior (Ephemeroptera: Ephemerellidae). Journal of the North American Benthological Society 21(4):602-615."
Taxonomy of the eastern nearctic species of Choroterpes Eaton,"Burian, S. K. draft. Taxonomy of the eastern nearctic species of Choroterpes Eaton (Ephemeroptera: Leptophlebiidae)."
Taxonomy of the North and Central American species of Camelobaetidius (Ephemeroptera: Baetidae),"Lugo-Ortiz, C. R., and W. P. McCafferty. 1995. Taxonomy of the North and Central American species of Camelobaetidius (Ephemeroptera: Baetidae). Entomological News 106(4):178-192."
Taxonomy.,Florida_A&M_University (1974). Taxonomy. Eatonia. Tallahassee: 1-30.
Temperature-salinity tolerance limits of the soldier fly larvae of Odontomyia communis James,"Klishevich, A. W., and W. P. Alley. 1973. Temperature-salinity tolerance limits of the soldier fly larvae of Odontomyia communis James, 1939, from Badwater, Death Valley, California. Entomological News 84:190-191."
The adult Arctopsychidae and Hydropsychidae of Canada and adjacent United States,"Nimmo, A. P. 1987. The adult Arctopsychidae and Hydropsychidae (Trichoptera) of Canada and adjacent United States. Quaestiones Entomologicae 23(1):1-189."
The adult Limnephilus Leach (Trichoptera: Limnephilidae) of the New World,"Ruiter, D. E. 1995. The adult Limnephilus Leach (Trichoptera: Limnephilidae) of the New World. Bulletin of the Ohio Biological Society 11(1):1-200."
The adult of Drunella allegheniensis (Ephemeroptera: Ephemerellidae) with biological notes,"Kondratieff, B. C., J. R. J. Voshell, and D. A. Howell. 1981. The adult of Drunella allegheniensis (Ephemeroptera: Ephemerellidae) with biological notes. The Canadian Entomologist 113:259-261."
The adult Polycentropodidae of Canada and adjacent United States,"Nimmo, A. P. 1986. The adult Polycentropodidae of Canada and adjacent United States. Quaestiones Entomologicae 22:143-252."
The Amphinemura venusta complex of Western North America,"Baumann, R. W., and A. R. Gaufin. 1972. The Amphinemura venusta complex of Western North America (Plecoptera: Nemouridae). Contributions in Science 226:1-16."
"The Anisoptera of the Savannah River Plant, South Carolina,","Kondratieff, B. C., and C. J. Pyott. 1987. The Anisoptera of the Savannah River Plant, South Carolina, United States: thirty years later. Odonatologica 16(1):9-23."
The Aquatic Hydrophilidae (Coleoptera) of Mississippi.,"Testa, S. I. and P. K. Lago (1994). The Aquatic Hydrophilidae (Coleoptera) of Mississippi. Mississippi Agricultural and Forestry Experimental Station Technical Bulletin 193. M. E. M. N. 5. University, MS, Department of Biology, University of Mississippi:"
The Arctopsychidae of continental america north of Mexico (Trichoptera).,"Milne, L. J. and M. J. Milne (1938). ""The Arctopsychidae of continental america north of Mexico (Trichoptera)."" Bulletin of the Brooklyn Entomogical Society 33(3): 97-110."
The Baetis larvae of North America (Ephemeroptera: Baetidae),"Morihara, D. K., and W. P. McCafferty. 1979. The Baetis larvae of North America (Ephemeroptera: Baetidae). Transactions of the American Entomological Society 105:139-221."
The bicolor group of the genus Ephemerella with particular reference to the nymphal stages,"McDunnough, J. 1931. The bicolor group of the genus Ephemerella with particular reference to the nymphal stages (Ephemeroptera). The Canadian Entomologist 63(Feb):30-68."
The biology and immature stages of the caddisfly genus Ceraclea in Eastern North America,"Resh, V. H. 1976. The biology and immature stages of the caddisfly genus Ceraclea in Eastern North America (Trichoptera: Leptoceridae). Annals of the Entomological Society of America 69(6):1039-1061."
The biology and zoogeography of Helicopsyche borealis: a Nearctic representative of a tropical genus,"Williams, D. D., A. T. Read, and K. A. Moore. 1983. The biology and zoogeography of Helicopsyche borealis (Trichoptera: Helicopsychidae): a Nearctic representative of a tropical genus. Canadian Journal of Zoology 61:2288-2299."
"The biology of Chironomus plumosus (Diptera: Chironomidae) in Lake Winnebago, Wisconsin","Hilsenhoff, W. L. 1966. The biology of Chironomus plumosus (Diptera: Chironomidae) in Lake Winnebago, Wisconsin. Annals of the Entomological Society of America 59(3):465-473."
The biology of some Minnesota Trichoptera.,"Denning, D. G. 1937. The biology of some Minnesota Trichoptera. Transactions of the American Entomological Society 63:17-43."
The biology of water striders (Hemiptera: Gerridae) in Northwest Arkansas,"Kittle, P. D. 1977. The biology of water striders (Hemiptera: Gerridae) in Northwest Arkansas. The American Midland Naturalist 97(2):400-410."
"The Biology, Ecology and Systematics of the Genus Laccobius (Laccobius)","Cheary, B. S. 1971. The Biology, Ecology and Systematics of the Genus Laccobius (Laccobius) (Coleoptera: Hydrophilidae) of the New World. Disseration. University of California, Riverside."
The biosystematics of the caddis fly genus Nectopsyche in North America,"Haddock, J. D. 1977. The biosystematics of the caddis fly genus Nectopsyche in North America with emphasis on the aquatic stages. The American Midland Naturalist 98(2):382-421."
The blackflies (Diptera: Simulidae) of insular Newfoundland. II.,"Lewis, D. J., and G. F. Bennett. 1974. The blackflies (Diptera: Simulidae) of insular Newfoundland. II. Seasonal succession and abundance in a complex of small streams on the Avalon Peninsula. Canadien Journal of Zoology 52:1107-1113."
The blackflies (Diptera:Simulidae) of insular Newfoundland. I.,"Lewis, D. J., and G. F. Bennett. 1973. The blackflies (Diptera:Simulidae) of insular Newfoundland. I. Distribution and bionomics. Canadian Journal of Zoology 51(11):1181-1187."
The blackflies (Diptera:Simulidae) of insular Newfoundland. III.,"Lewis, D. J., and G. F. Bennett. 1975. The blackflies (Diptera:Simulidae) of insular Newfoundland. III. Factors affecting the distribution and migration of larval simuliids in small streams on the Avalon Peninsula. Canadien Journal of Zoology 53(2):114-12"
The blackflies of Alabama,"Stone, A., and E. L. Snoddy. 1969. The blackflies of Alabama. Agricultural Experiment Station, Auburn University, Auburn, AL."
The Brachycentridae (Trichoptera) of Wisconsin,"Hilsenhoff, W. L. 1985. The Brachycentridae (Trichoptera) of Wisconsin. The Great Lakes Entomologist 18(4):149-154."
The Burrowing mayflies of the United States,"McCafferty, W. P. 1975. The burrowing mayflies (Ephemeroptera: Ephemeroidea) of the United States. Transactions of the American Entomological Society 101: 447-504."
The caddisflies (Trichoptera) of Maine excepting the family Hydroptilidae.,"Blickle, R. L., and W. J. Morse. 1966. The caddisflies (Trichoptera) of Maine excepting the family Hydroptilidae. Maine Agricultural Experiment Station Bulletin T-24:1-12."
"The caddisflies (Trichoptera) of Otter Creek, Wisconsin.","Steven, J. C., and W. L. Hilsenhoff. 1984. The caddisflies (Trichoptera) of Otter Creek, Wisconsin. Wisconsin Academy of Sciences, Arts and Letters 72:157-172."
"The caddisflies (Trichoptera) of Parfrey's Glen Creek, Wisconsin.","Karl, T. S. and W. L. Hilsenhoff (1979). ""The caddisflies (Trichoptera) of Parfrey's Glen Creek, Wisconsin."" Wisconsin Academy of Sciences, Arts and Letters 67: 31-42."
The caddisfly genus Setodes in North America (Trichoptera: Leptoceridae),"Holzenthal, R. W. 1982. The caddisfly genus Setodes in North America (Trichoptera: Leptoceridae). Journal of the Kansas Entomological Society 55(2):253-271."
The Capnia columbiana complex of North America (Capniidae: Plecoptera),"Nebeker, A. V., and A. R. Gaufin. 1965. The Capnia columbiana complex of North America (Capniidae: Plecoptera). Transactions of the American Entomological Society 91:467-487."
The Capnia projecta complex of Western North America (Plecoptera: Capniidae),"Baumann, R. W., and A. R. Gaufin. 1970. The Capnia projecta complex of Western North America (Plecoptera: Capniidae). Transactions of the American Entomological Society 96:435-468."
The Chimarra of eastern North America with descriptions of three new species,"Lago, P. K., and S. C. Harris. 1987. The Chimarra (Trichoptera: Philopotamidae) of eastern North America with descriptions of three new species. Journal of the New York Entomological Society 95(2):225-251."
The Chloroperlidae of North Amerika,"Gaufin, A. R. 1964. The Chloroperlidae of North Amerika. Gewasser and Abwasser 34/35:37-49."
"The cladistics, classification, and evolution of the Heptagenioidea (Ephemeroptera)","McCafferty, W. P.? The Cladistics, classification, and evolution of the Heptagenioidea (Ephemeroptera). Pages 87-102 in? editor. Overview and Strategies of Ephemeroptera and Plecoptera. ?, ?"
The classification of the Ephemeroptera I. Ephemeroidea: Behningiidae,"Edmunds, G. F., and J. R. Traver. 1959. The classification of the Ephemeroptera I. Ephemeroidea: Behningiidae. Annals of the Entomological Society of America 52(1):43-51."
"The classification, evolution, and dispersal of the winter stonefly genus Allocapnia","Ross, H. H., and W. E. RIcker. 1971. The classification, evolution, and dispersal of the winter stonefly genus Allocapnia. Illinois Biological Monographs 45:1-166."
The Cultus decisus complex of Eastern North America (Plecoptera: Perlodidae),"Stark, B. P., S. W. Szczytko, and B. C. Kondratieff. 1988. The Cultus decisus complex of Eastern North America (Plecoptera: Perlodidae). Proceedings of the Entomological Society of Washington 90(1):91-96."
"The description of, and environmental characterization for, a new species of Ochrotrichia","Flint, O. S., Jr., and S. J. Herrmann. 1976. The description of, and environmentla characterization for, a new species of Ochrotrichia from Colorado (Trichoptera: Hydroptilidae). Annals of the Entomological Society of America 69(5):894-898."
The eastern North American species of the genus Ephemerella and their nymphs (Ephemeroptera),"McDunnough, J. 1931. The eastern North American species of the genus Ephemerella and their nymphs (Ephemeroptera). The Canadian Entomologist 63:187-216."
The ecology and life history of Baetisca rogersi Berner (Ephemeroptera: Baetiscidae),"Pescador, M. L. 1973. The ecology and life history of Baetisca rogersi Berner (Ephemeroptera: Baetiscidae). Proceedings of the First International Conference on Ephemeroptera:211-215."
The ecology of the Macroscopic Bottom Fauna in Lake Texacoma,"Sublette, J. E. 1957. The ecology of the Macroscopic Bottom Fauna in Lake Texacoma (Denison Reservoir), Oklahoma and Texas. The American Midland Naturalist 57(2):371-402."
The effect of low oxygen concentrations on stoneflies,"Gaufin, R. F. and A. R. Gaufin (1961). ""The effect of low oxygen concentrations on stoneflies."" Utah Academy Proceedings 38: 57-64."
The effect of temperature on the distribution of the mayfly fauna of a stream,"Ide, F. P. 1935. The effect of temperature on the distribution of the mayfly fauna of a stream. University of Toronto Studies - Biological Series 39:1-75."
The effects of predation and detritus on the structure of a stream insect community: a field test.,"Flecker, A. 1984. The effects of predation and detritus on the structure of a stream insect community: a field test. Oecologia 64:300-305."
"The egg masses, eggs, and first-instar larvae of Eastern North American Corydalidae","Baker, J. R. 1968. The egg masses, eggs, and first-instar larvae of Eastern North American Corydalidae. Annals of the Entomological Society of America 61(5):1181-1187."
"The egg masses, eggs, and First-Instar Larvae of Eastern North American Corydalidae.","Baker, J. R., and H. H. Neunzig. 1968. The egg masses, eggs, and First-Instar Larvae of Eastern North American Corydalidae. Annals Entomological Society of America 61(5):1181-1187."
"The evolution of Heterocloeon, with the first larval description of Heterocloeon frivolus","Morihara, D. K., and W. P. McCafferty. 1979. The evolution of Heterocloeon, with the first larval description of Heterocloeon frivolus comb. n. (Ephemeroptera: Baetidae). Aquatic Insects 1(4):225-231."
"The female of Lepidostoma lescheni, with new distributional records for the species","Moulton, S. R., II, H. W. Robison, and B. G. Crump. 1999. The female of Lepidostoma lescheni (Trichoptera: Lepidostomatidae), with new distributional records for the species. Entomological News 110(2):85-88."
The first adult of Spinadis (Ephemeroptera: Heptageniidae),"McCafferty, W. P., and A. V. Provonsha. 1984. The first adult of Spinadis (Ephemeroptera: Heptageniidae). Entomological News 95(5):173-179."
"The food habits of Stoneflies (Plecoptera) in the Upper Gunnison River, Colorado.","Fuller, R. L., and K. W. Stewart. 1977. The food habits of Stoneflies (Plecoptera) in the Upper Gunnison River, Colorado. Environmental Entomology 6(2):293-302."
The genus Beloneuria (Plecoptera: Perlidae),"Stark, B. P., and S. W. Szczytko. 1976. The genus Beloneuria (Plecoptera: Perlidae). Annals of the Entomological Society of America 69(6):1120-1124."
"The genus Brachycentrus in North America, with a proposed phylogeny of the genera of Brachycentridae","Flint, O. S., Jr. 1984. The genus Brachycentrus in North America, with a proposed phylogeny of the genera of Brachycentridae (Trichoptera). Smithsonian Contributions to Zoology (398):1-58."
The genus Diploperla (Plecoptera: Perlodidae),"Stark, B. P., and A. R. Gaufin. 1974. The genus Diploperla (Plecoptera: Perlodidae). Journal of the Kansas Entomological Society 47(4):433-436."
The genus Farula (Trichoptera: Limnephilidae).,"Denning, D. G. 1958. The genus Farula (Trichoptera: Limnephilidae). Annals Entomological Society of America 51:531-535."
"The genus Grammotaulius in North America, with the description of a new species","Denning, D. G. 1941. The genus Grammotaulius in North America, with the description of a new species (Trichoptera, Limnephilidae). The Canadian Entomologist 73:232-235."
The genus Homophylax,"Denning, D. G. 1964. The genus Homophylax (Trichoptera: Limnephilidae). Annals of the Entomological Society of America 57:253-260."
The genus Isoperla (Plecoptera) of Western North America,"Szczytko, S. W., and K. W. Stewart. 1979. The genus Isoperla (Plecoptera) of Western North America; Holomorphology and systematics, and a new stonefly genus Cascadoperla. Memoirs of the American Entomological Society 32:1-120."
The genus Neoephemera in North America,"Berner, L. 1956. The genus Neoephemera in North America (Ephemeroptera: Neoephemeridae). Annals Entomological Society of America 40(1):33-42."
The genus Nyctiophylax in North America,"Morse, J. C. 1972. The genus Nyctiophylax in North America. Journal of the Kansas Entomological Society 45(2):172-181."
"The genus Phylloicus Müller in the United States, with a redescription of Phylloicus ornatus","Bowles, D. E., and O. S. Flint, Jr. 1997. The genus Phylloicus Müller (Trichoptera: Calamoceratidae) in the United States, with a redescription of Phylloicus ornatus (Banks). Proceedings of the 8th International Symposium on Trichoptera 1997:53-58."
The genus Psychoglypha (Trichoptera: Limnephilidae),"Denning, D. G. 1970. The genus Psychoglypha (Trichoptera: Limnephilidae). The Canadian Entomologist 102:15-30."
The genus Pycnopsyche (Trichoptera),"Betten, C. 1950. The genus Pycnopsyche (Trichoptera). Annals Entomological Society of America 43:508-522."
The Genus Utaperla (Plecoptera: Perlidae),"Nelson, C. H., and J. F. Hanson. 1969. The Genus Utaperla (Plecoptera: Perlidae). The Pan-Pacific Entomologist 45(1):26-34."
The genus Zealeuctra and its position in the family Leuctridae,"Ricker, W. E., and H. H. Ross. 1969. The genus Zealeuctra and its position in the family Leuctridae (Plecoptera, Insecta). Canadian Journal of Zoology 47(6):1113-1127."
"The holarctic winter stonefly genus Isocapnia, with an emphasis on the North American fauna","Zenger, J. T. 2004. The holarctic winter stonefly genus Isocapnia, with an emphasis on the North American fauna (Pelcoptera: Capniidae). Monographs of the Western North American Naturalist 2(65-95)."
"The Hydropsyche scalaris group in Virginia, with the description of two new species","Flint, O. S., Jr., J. R. Voshell, Jr., and C. R. Parker. 1979. The Hydropsyche scalaris group in Virginia, with the description of two new species (Trichoptera: Hydropsychidae). Proceedings of the Biological Society of Washington 92(4):837-862."
The identities of three closely related western species of Prosimulium (Diptera: Simuliidae),"Peterson, B. V. 1970. The identities of three closely related western species of Prosimulium (Diptera: Simuliidae). The Canadian Entomologist 102:118-128."
The imago of Baetisca becki Schneider and Berner (Baetiscidae: Ephemeroptera),"Pescador, M. L., and W. L. Peters. 1971. The imago of Baetisca becki Schneider and Berner (Baetiscidae: Ephemeroptera). The Florida Entomologist 54(4):330-334."
The immature stages of Anisocentropus pyraloides (Trichoptera: Calamoceratidae).,"Wallace, J. B. and F. F. Sherberger (1970). ""The immature stages of Anisocentropus pyraloides (Trichoptera: Calamoceratidae)."" The Journal of the Georgia Entomological Society 5(4): 217-224."
"The immature stages of Lype diversa (Banks) (Trichoptera, Psychomyiidae).","Flint, O. S., Jr. (1959). ""The immature stages of Lype diversa (Banks) (Trichoptera, Psychomyiidae)."" Bulletin of the Brooklyn Entomogical Society 54: 44-47."
The immature stages of some Minnesota Plecoptera,"Harden, P. H. 1942. The immature stages of some Minnesota Plecoptera. Annals Entomological Society of America 35:318-331."
"The importance of predation, substrate and spatial refugia","Flecker, A. S., and J. D. Allan. 1984. The importance of predation, substrate and spatial refugia in determining lotic insect distributions. Oecologia 64:306-313."
The influence of periphyton abundance on Baetis bicaudatus distribution and colonization,"Richards, C., and G. W. Minshall. 1988. The influence of periphyton abundance on Baetis bicaudatus distribution and colonization in a small stream. Journal of the North American Benthological Society 7(2):77-86."
The influence of respiration and substrate upon the distribution of burrowing mayfly naiads,"Eriksen, C. L. 1964. The influence of respiration and substrate upon the distribution of burrowing mayfly naiads. Verh. Internat. Verein. Limnol. 15:903-911."
The influence of rock surface area on the microdistribution,"McElhone, M. J. 1983. The influence of rock surface area on the microdistribution and sampling of attached riffle dwelling Trichoptera in Hartley Creek, Alberta. Canadian Journal of Zoology 61:2300-2304."
The larva and pupa of Beraea gorteba Ross,"Hamilton, S. W. 1985. The larva and pupa of Beraea gorteba Ross (Trichoptera: Beraeidae). Proceedings of the Entomological Society of Washington 87(4):783-789."
The larva and pupa of the caddisfly genus Setodes in North America.,"Merrill, D. and G. B. Wiggins (1971). ""The larva and pupa of the caddisfly genus Setodes in North America."" Royal Ontario Museum Life Sciences Occasional Papers 19: 1-12."
"The larva and terrestrial pupa of Ironoquia parvula (Trichoptera, Limnephilidae).","Flint, O. S. 1958. The larva and terrestrial pupa of Ironoquia parvula (Trichoptera, Limnephilidae). New York Entomological Society 66:59-62."
The larva of Baetis dardanus McDunnough,"Soluk, D. A. 1981. The larva of Baetis dardanus McDunnough (Ephemeroptera: Baetidae). Entomological News 92(4):147-151."
The larva of Ochrotrichia arizonica with notes on distribution and geographic variation,"English, W. R., and S. W. Hamilton. 1986. The larva of Ochrotrichia arizonica (Trichoptera: Hydroptilidae) with notes on distribution and geographic variation. Journal of the Kansas Entomological Society 59(3):474-479."
"The larva, pupa and female of Agapetus jocassee Morse","Craft, J. S., and J. C. Morse. 1997. The larva, pupa and female of Agapetus jocassee Morse (Trichoptera: Glossosomatidae). Journal of Entomological Science 32(4):377-385."
The larvae of Eastern North American Eurylophella Tiensuu,"Funk, D. H., and B. W. Sweeney. 1994. The larvae of Eastern North American Eurylophella Tiensuu (Ephemeroptera: Ephemerellidae). Transactions of the American Entomological Society 120(3):209-286."
The larval stage of Heptagenia adaequata (Ephemero,"Webb, J. M., W. P. McCafferty, and D. M. Lehmkuhl. 2002. The larval stage of Heptagenia adaequata (Ephemeroptera: Heptageniidae). Entomological News 113(5): 289-293."
The Leuctridae of Eastern Canada,"Harper, P. P., and H. B. N. Hynes. 1971. The Leuctridae of Eastern Canada. Canadian Journal of Zoology 49:915-920."
"The life cycle of Argia vivida Hagen: Developmental types, growthratios and instar identification","Leggott, M., and G. Pritchard. 1985. The life cycle of Argia vivida Hagen: Developmental types, growthratios and instar identification (Zygoptera: Coenagrionidae). Odonatologica 14(3):201-210."
"The life cycle of Drusus annulatus STEPH. (Trichoptera, Limnephilidae) in watercress beds.","Gower, A. M. 1966. The life cycle of Drusus annulatus STEPH. (Trichoptera, Limnephilidae) in watercress beds. Pages 133-141 in Entomologist's Monthly Magazine."
The Life Cycle of Five Closely Related Mayfly species (Ephemeroptera: Heptageniidae),"Rowe, L., and M. Berrill. 1989. The Life Cycle of Five Closely Related Mayfly species (Ephemeroptera: Heptageniidae) coexisting in a small southern Ontario Stream Pool. Aquatic Insects 11(2):73-80."
The life cycle of Hydroperla crosbyi (Plecoptera: Perlodidae,"Oberndorfer, R. Y., and K. W. Stewart. 1977. The life cycle of Hydroperla crosbyi (Plecoptera: Perlodidae). Great Basin Naturalist 37(2):260-273."
The life cycle of Serratella deficiens (Morgan),"Harper, P. P., and M. Lauzon. 1994. The life cycle of Serratella deficiens (Morgan) (Ephemeroptera: Ephemerellidae) in Oakville Creek, southern Ontario. Proceedings of the Entomological Society of Ontario 125:13-17."
